# list of object assets to load in this scene




##### SIZE OF EACH OBJECTS #####
# Mario Small	13 x 12
# Mario Big		14 x 24
# Mario Racoon	(14 + 5) x 25
# Brick			15 x 16
# Goomba		16 x 11
# Koopa Troopa	14 x 24
# Coin			15 x 16
# Piranha Plant 15 x 23
# Ground		15 x 15
# Cloud			15 x 15
# Tree			15 x 15
# Rectangle		15 x 15
# Pipe			15 x 15




##### SYNTAX #####
# See OBJECT_TYPE constants in AssetIDs.h

# type	x	y	extra_settings per object type
# type: 
# 0 = Mario, 
# 1 = Brick, 
# 2 = Goomba, 
# 3 = Koopa Troopa, 
# 4 = Coin, 
# 5 = Platform, 
# 9 = Piranha Plant, 
# 7 = Invisible Object,
# 8 = Teleport Gate,
# 9 = Platform Animate
# 10 = Enemy Worldmap

# PIRANHA PLANT	id	x	y	type(green = 1, green fire = 2, red fire = 3)
# GOOMBA	id	x	y	type(normal = 1, red = 2)	level(normal = 1, para = 2)
# KOOPA TROOPA	id	x	y	type(red = 1, green = 2)	level(normal = 1, para = 2)
# PLATFORM	id	x	y	width	height	length	begin	middle	end	type(block = 1, normal = 2, no collision = 3)
# BRICK	type	x	y	type(gold = 1, question = 2)	object_type(none = 0, super mushroom/leaf = 1, coin = 2, 1up = 3, pswitch = 4);
# TELEPORT GATE	x	y	des_x	des_y	direction(down: 0, up: 1)
# PORTAL	left	top	right	bottom	scene_id	type(worldmap: 1, level: 2)
# PLATFORM ANIMATE	id	x	y	AniOrSprite	Type(block: 0, gate: 1)	IsAni(0: sprite, 1: ani)
# ENEMY WORLDMAP	x	y	walkingRange




[ASSETS]
hud.txt
misc.txt
mario.txt
grassland.txt
[OBJECTS]
# MARIO
0	65	49

# Enemy
10	181	113	30

# PLATFORM ANIMATE
9	49	17	20000	1	1
9	65	17	20000	1	1
9	83	17	20000	1	1
9	241	17	20000	1	1
9	257	17	20000	1	1

9	49	33	20000	1	1
9	65	33	20000	1	1
9	81	33	20000	1	1
9	113	33	20000	1	1
9	129	33	20000	1	1
9	145	33	20000	1	1
9	177	33	20000	1	1
9	193	33	20000	1	1
9	209	33	20000	1	1
9	241	33	20000	1	1
9	257	33	20000	1	1

9	113	49	20000	1	1
9	129	49	20000	1	1
9	145	49	20000	1	1
9	241	49	20000	1	1
9	257	49	20000	1	1

9	49	65	20000	1	1
9	65	65	20000	1	1
9	81	65	20000	1	1
9	113	65	20000	1	1
9	129	65	20000	1	1
9	145	65	20000	1	1
9	177	65	20000	1	1
9	193	65	20000	1	1
9	209	65	20000	1	1
9	225	65	20000	1	1
9	241	65	20000	1	1
9	257	65	20000	1	1

9	49	81	20000	1	1
9	65	81	20000	1	1
9	81	81	20000	1	1
9	177	81	20000	1	1
9	193	81	20000	1	1
9	257	81	20000	1	1

9	49	97	20000	1	1
9	129	97	20000	1	1
9	145	97	20000	1	1
9	161	97	20000	1	1
9	257	97	20000	1	1

9	257	113	20000	1	1
9	257	129	20000	1	1
9	257	145	20000	1	1


# PORTAL
50	97	17	100	30	3	2
50	161	17	164	30	3	2
50	193	17	196	30	3	2
50	193	49	196	62	3	2
50	97	146	100	153	3	2
50	161	146	164	153	3	2


# SYMBOL HELP
9	240	97	20001	1	1


# START
9	65	49	80000	2	0


# SCENE
9	98	17	80010	2	0
9	161	17	80011	2	0
9	193	17	80012	2	0
9	193	49	80013	2	0
9	97	146	80014	2	0
9	161	146	80015	2	0


# BRIDGE
9	177	113	80320	3	0


# DOOR
5	97	65.5	15	15	1	80022	80022	80022	1


# GATE
9	129	81	80021	2	0


# ACE
9	161	81	80020	2	0


# CASTLE
5	224	97	15	15	1	80025	80025	80025	1
5	224	113	15	15	1	80024	80024	80024	1


# MOUNTAIN
5	81.5	113	15	15	1	80310	80310	80310	1
5	113	113	15	15	1	80310	80310	80310	1

5	81.5	129	15	15	1	80310	80310	80310	1
5	81.5	146	15	15	1	80310	80310	80310	1
5	113	129	15	15	1	80310	80310	80310	1
5	129	129	15	15	1	80310	80310	80310	1

5	65	129	15	15	1	80310	80310	80310	1
5	65	146	15	15	1	80310	80310	80310	1


# MUSHROOM HOUSE
5	225	49	15	15	1	80023	80023	80023	1
5	137	113	15	15	1	80023	80023	80023	1


# PATH
9	97	49	80032	2	0
9	129	17	80032	2	0
9	225	17	80032	2	0
9	161	49	80032	2	0
9	97	81	80032	2	0
9	97	113	80032	2	0
9	161	113	80032	2	0
9	191	113	80032	2	0
9	129	146	80032	2	0


5	49	49	16	15	4	80030	80030	80030	3
5	98	17	15	15	3	80030	80030	80030	3
5	142	17	15	15	7	80030	80030	80030	3


5	97	17	16	15	1	80031	80031	80031	3
5	97	33	16	15	1	80031	80031	80031	3
5	97	49	16	15	1	80031	80031	80031	3

5	161	17	16	15	1	80031	80031	80031	3
5	161	33	16	15	1	80031	80031	80031	3
5	161	49	16	15	1	80031	80031	80031	3
5	225	33	16	15	1	80031	80031	80031	3
5	97	81	16	15	1	80031	80031	80031	3

5	162	64	16	15	1	80031	80031	80031	3
5	162	80	16	15	1	80031	80031	80031	3


5	97	97	16	15	1	80031	80031	80031	3
5	97	113	16	15	1	80031	80031	80031	3
5	97	129	16	15	1	80031	80031	80031	3
5	97	145	16	15	1	80031	80031	80031	3

5	161	129	16	15	1	80031	80031	80031	3
5	161	133	16	15	1	80031	80031	80031	3

5	192	113	16	15	2	80030	80030	80030	3
5	113	146	16	15	2	80030	80030	80030	3

5	145	146	16	15	2	80030	80030	80030	3
5	145	113	16	15	2	80030	80030	80030	3


5	169	49	16	15	4	80030	80030	80030	3
5	112	81	16	15	4	80030	80030	80030	3

# DRAIN
5	172	93	7	7	1	80411	80411	80413	1
5	180	93	7	7	1	80432	80432	80432	1
5	188	93	7	7	1	80431	80431	80431	1
5	196	93	7	7	1	80432	80432	80432	1

5	180	101	8	7	3	80400	80401	80402	1
5	204	100	7	7	1	80402	80402	80402	1
5	212	101	7	7	1	80422	80422	80422	1
5	212	93	7	7	1	80420	80420	80420	1
5	212	85	7	7	1	80400	80400	80400	1
5	220	85	7	7	1	80401	80401	80401	1
5	228	85	7	7	1	80402	80402	80402	1
5	236	85	7	7	1	80403	80403	80403	1
5	236	93	7	7	1	80413	80413	80413	3
5	236	93	7	7	1	80423	80423	80423	3
5	236	101	7	7	1	80413	80413	80413	3
5	236	109	7	7	1	80423	80423	80423	3
5	236	117	7	7	1	80413	80413	80413	1
5	236	125	7	7	1	80423	80423	80423	1
5	236	133	7	7	1	80413	80413	80413	1

5	236	141	7	7	1	80433	80433	80433	1
5	220	141	7	7	1	80432	80432	80432	1
5	228	141	7	7	1	80432	80432	80432	1
5	212	141	7	7	1	80431	80431	80431	1
5	204	141	7	7	1	80432	80432	80432	1
5	196	141	7	7	1	80431	80431	80431	1
5	188	141	7	7	1	80432	80432	80432	1

5	180	141	7	7	1	80430	80430	80430	1
5	180	133	7	7	1	80420	80420	80420	1
5	180	125	7	7	1	80410	80410	80410	1


5	172	100	8	7	1	80413	80413	80413	3
5	172	108	8	7	1	80423	80423	80423	3

5	172	124	8	7	1	80413	80413	80413	1
5	172	132	8	7	1	80423	80423	80423	1
5	172	140	8	7	1	80423	80423	80423	1
5	172	148	8	7	1	80421	80421	80421	1
5	180	148	8	7	1	80401	80401	80401	1
5	188	148	8	7	1	80401	80401	80401	1
5	196	148	8	7	1	80402	80402	80402	1
5	204	148	8	7	1	80401	80401	80401	1
5	212	148	8	7	1	80402	80402	80402	1
5	220	148	8	7	1	80401	80401	80401	1
5	228	148	8	7	1	80402	80402	80402	1
5	236	148	8	7	1	80402	80402	80402	1

5	244	148	8	7	1	80422	80422	80422	1
5	244	140	8	7	1	80420	80420	80420	1
5	244	132	8	7	1	80420	80420	80420	1
5	244	124	8	7	1	80410	80410	80410	1
5	244	116	8	7	1	80420	80420	80420	3
5	244	108	8	7	1	80410	80410	80410	3
5	244	100	8	7	1	80420	80420	80420	3
5	244	92	8	7	1	80410	80410	80410	3
5	244	84	8	7	1	80410	80410	80410	1


5	244	77	8	7	1	80412	80412	80412	1
5	228	77	8	7	1	80431	80431	80431	1
5	236	77	8	7	1	80432	80432	80432	1
5	220	77	8	7	1	80432	80432	80432	1
5	212	77	8	7	1	80431	80431	80431	1
5	204	77	8	7	1	80411	80411	80411	1

5	204	85	8	7	1	80413	80413	80413	1
5	204	93	8	7	1	80433	80433	80433	1


# BACKGROUND
# Map border
5	37	5	8	8	30	80100	80101	80102	1
5	37	13	8	8	1	80110	80110	80110	1
5	37	21	8	8	1	80110	80110	80110	1
5	37	29	8	8	1	80110	80110	80110	1
5	37	37	8	8	1	80110	80110	80110	1
5	37	45	8	8	1	80110	80110	80110	1
5	37	53	8	8	1	80110	80110	80110	1
5	37	61	8	8	1	80110	80110	80110	1
5	37	69	8	8	1	80110	80110	80110	1
5	37	77	8	8	1	80110	80110	80110	1
5	37	85	8	8	1	80110	80110	80110	1
5	37	93	8	8	1	80110	80110	80110	1
5	37	101	8	8	1	80110	80110	80110	1
5	37	109	8	8	1	80110	80110	80110	1
5	37	117	8	8	1	80110	80110	80110	1
5	37	125	8	8	1	80110	80110	80110	1
5	37	133	8	8	1	80110	80110	80110	1
5	37	141	8	8	1	80110	80110	80110	1
5	37	149	8	8	1	80110	80110	80110	1
5	37	157	8	8	1	80110	80110	80110	1
5	269	13	8	8	1	80110	80110	80110	1
5	269	21	8	8	1	80110	80110	80110	1
5	269	29	8	8	1	80110	80110	80110	1
5	269	37	8	8	1	80110	80110	80110	1
5	269	45	8	8	1	80110	80110	80110	1
5	269	53	8	8	1	80110	80110	80110	1
5	269	61	8	8	1	80110	80110	80110	1
5	269	69	8	8	1	80110	80110	80110	1
5	269	77	8	8	1	80110	80110	80110	1
5	269	85	8	8	1	80110	80110	80110	1
5	269	93	8	8	1	80110	80110	80110	1
5	269	101	8	8	1	80110	80110	80110	1
5	269	109	8	8	1	80110	80110	80110	1
5	269	117	8	8	1	80110	80110	80110	1
5	269	125	8	8	1	80110	80110	80110	1
5	269	133	8	8	1	80110	80110	80110	1
5	269	141	8	8	1	80110	80110	80110	1
5	269	149	8	8	1	80110	80110	80110	1
5	269	157	8	8	1	80110	80110	80110	1
5	37	165	8	8	30	80120	80121	80122	1

# Background color
5	48	16	14	14	16	80200	80200	80200	3
5	48	30	14	14	16	80200	80200	80200	3
5	48	44	14	14	16	80200	80200	80200	3
5	48	58	14	14	16	80200	80200	80200	3
5	48	72	14	14	16	80200	80200	80200	3
5	48	86	14	14	16	80200	80200	80200	3
5	48	100	14	14	16	80200	80200	80200	3
5	48	114	14	14	16	80200	80200	80200	3
5	48	128	14	14	16	80200	80200	80200	3
5	48	142	14	14	16	80200	80200	80200	3
5	48	156	14	14	16	80200	80200	80200	3


# This use for block
#5	90	16	15	15	1	80200	80200	80200	1
5	54.5	49	15	15	1	80200	80200	80200	1
5	89.5	19	15	15	1	80200	80200	80200	1
5	154	53	15	15	1	80200	80200	80200	1
5	217	33	15	15	1	80200	80200	80200	1
5	90	72	15	15	1	80200	80200	80200	1
5	90	86	15	15	1	80200	80200	80200	1
5	90	100	15	15	1	80200	80200	80200	1
5	90	114	15	15	1	80200	80200	80200	1
5	90	128	15	15	1	80200	80200	80200	1
5	90	142	15	15	1	80200	80200	80200	1
5	90	156	15	15	1	80200	80200	80200	1
5	113	100	15	15	1	80200	80200	80200	1
5	179	97.5	15	15	6	80110	80110	80110	1

5	179	129	15	15	6	80200	80200	80200	1
5	179	144	15	15	6	80200	80200	80200	1
5	90	162	15	15	12	80200	80200	80200	1
5	81	98	15	15	1	80200	80200	80200	1
5	144	129	15	15	1	80200	80200	80200	1
